CATEGORIA;centro_costo;fecha; monto_presupuestado ;version_presupuesto
Personal;MKT001;01-07-2025; 3.918.429 ;Budget
Personal;TEC001;01-03-2025; 3.848.481 ;Budget
Administración;TEC002;01-08-2025; 1.532.006 ;Forecast Q1
Administración;INM003;01-07-2025; 2.610.507 ;Forecast Q2
Personal;MKT001;01-02-2025; 4.554.069 ;Budget
Activo Fijo;OPE001;01-09-2025; 1.788.517 ;Forecast Q1
Personal;MKT002;01-02-2025; 4.337.526 ;Budget
Activo Fijo;TEC001;01-06-2025; 551.820 ;Forecast Q2
Personal;TEC002;01-06-2025; 5.841.259 ;Forecast Q1
Personal;TEC002;01-02-2025; 4.130.141 ;Forecast Q1
Personal;MKT001;01-04-2025; 3.774.639 ;Forecast Q2
Activo Fijo;TEC001;01-02-2025; 2.230.749 ;Forecast Q2
Administración;TEC001;01-03-2025; 2.247.484 ;Forecast Q1
Activo Fijo;TEC001;01-07-2025; 1.571.809 ;Forecast Q2
Activo Fijo;MKT002;01-06-2025; 1.952.978 ;Budget
Activo Fijo;OPE001;01-04-2025; 2.050.844 ;Budget
Administración;OPE001;01-06-2025; 1.989.027 ;Forecast Q2
Activo Fijo;MKT001;01-11-2025; 711.325 ;Forecast Q1
Personal;TEC002;01-03-2025; 5.693.776 ;Forecast Q2
Administración;INM003;01-05-2025; 2.558.797 ;Budget
Administración;OPE001;01-03-2025; 2.584.672 ;Forecast Q1
Administración;INM003;01-06-2025; 1.583.994 ;Budget
Personal;MKT002;01-05-2025; 5.215.043 ;Forecast Q2
Activo Fijo;OPE001;01-11-2025; 537.080 ;Forecast Q2
Personal;TEC002;01-05-2025; 4.697.180 ;Budget
Personal;TEC001;01-09-2025; 4.428.108 ;Forecast Q1
Administración;MKT002;01-09-2025; 2.177.097 ;Forecast Q1
Personal;MKT002;01-11-2025; 5.197.125 ;Forecast Q1
Administración;OPE001;01-04-2025; 2.095.613 ;Forecast Q2
Personal;MKT001;01-05-2025; 5.550.191 ;Forecast Q2
Administración;OPE001;01-03-2025; 1.704.481 ;Forecast Q1
Activo Fijo;MKT002;01-10-2025; 2.069.723 ;Forecast Q1
Personal;MKT001;01-11-2025; 3.247.249 ;Forecast Q1
Personal;MKT001;01-05-2025; 5.426.446 ;Forecast Q2
Activo Fijo;INM003;01-10-2025; 625.684 ;Forecast Q2
Activo Fijo;TEC002;01-11-2025; 1.398.022 ;Budget
Activo Fijo;MKT002;01-06-2025; 2.159.732 ;Forecast Q2
Activo Fijo;TEC001;01-07-2025; 2.133.567 ;Forecast Q1
Administración;TEC002;01-12-2025; 1.454.002 ;Budget
Activo Fijo;INM003;01-11-2025; 1.559.049 ;Budget
Personal;OPE001;01-12-2025; 4.223.596 ;Forecast Q2
Activo Fijo;TEC002;01-02-2025; 2.173.063 ;Forecast Q1
Administración;MKT002;01-02-2025; 1.701.490 ;Forecast Q1
Activo Fijo;TEC002;01-06-2025; 1.638.422 ;Forecast Q1
Personal;INM003;01-07-2025; 3.935.077 ;Forecast Q2
Administración;INM003;01-12-2025; 1.720.881 ;Forecast Q2
Personal;INM003;01-10-2025; 3.634.810 ;Forecast Q2
Personal;INM003;01-10-2025; 4.170.874 ;Budget
Activo Fijo;INM003;01-01-2025; 808.911 ;Budget
Administración;TEC002;01-01-2025; 1.095.243 ;Forecast Q2
Personal;TEC002;01-07-2025; 4.653.299 ;Budget
Administración;TEC002;01-06-2025; 1.920.992 ;Forecast Q2
Activo Fijo;INM003;01-05-2025; 698.223 ;Forecast Q1
Administración;TEC002;01-06-2025; 1.712.406 ;Forecast Q1
Personal;TEC002;01-02-2025; 5.109.692 ;Budget
Administración;MKT001;01-11-2025; 2.120.476 ;Budget
Personal;INM003;01-06-2025; 4.354.752 ;Forecast Q2
Activo Fijo;MKT002;01-04-2025; 1.140.007 ;Forecast Q2
Activo Fijo;MKT001;01-03-2025; 1.606.273 ;Forecast Q2
Activo Fijo;TEC001;01-06-2025; 1.974.804 ;Budget
Activo Fijo;OPE001;01-04-2025; 2.008.604 ;Budget
Administración;INM003;01-11-2025; 2.764.061 ;Forecast Q1
Administración;TEC002;01-11-2025; 2.952.433 ;Forecast Q1
Activo Fijo;OPE001;01-08-2025; 934.343 ;Budget
Personal;INM003;01-03-2025; 4.306.326 ;Forecast Q2
Administración;TEC001;01-10-2025; 2.100.202 ;Budget
Personal;MKT001;01-09-2025; 4.861.582 ;Forecast Q1
Administración;MKT002;01-10-2025; 2.588.700 ;Budget
Administración;MKT002;01-06-2025; 2.435.010 ;Forecast Q1
Personal;TEC002;01-11-2025; 4.144.491 ;Forecast Q2
Activo Fijo;INM003;01-11-2025; 725.302 ;Forecast Q2
Personal;MKT002;01-09-2025; 3.007.494 ;Forecast Q1
Administración;TEC002;01-10-2025; 2.697.772 ;Forecast Q2
Activo Fijo;MKT002;01-10-2025; 875.035 ;Forecast Q2
Administración;MKT002;01-03-2025; 2.097.410 ;Forecast Q1
Personal;MKT002;01-11-2025; 5.223.309 ;Forecast Q1
Personal;MKT002;01-05-2025; 4.787.571 ;Budget
Administración;MKT001;01-01-2025; 2.073.750 ;Budget
Personal;MKT001;01-02-2025; 3.667.709 ;Budget
Administración;TEC001;01-09-2025; 2.161.541 ;Forecast Q2
Administración;TEC001;01-01-2025; 1.956.504 ;Forecast Q1
Administración;MKT001;01-09-2025; 2.605.312 ;Budget
Activo Fijo;MKT002;01-01-2025; 2.186.384 ;Budget
Activo Fijo;TEC002;01-02-2025; 1.251.312 ;Forecast Q2
Activo Fijo;TEC001;01-12-2025; 1.599.665 ;Forecast Q2
Administración;MKT001;01-12-2025; 1.541.674 ;Forecast Q2
Administración;TEC002;01-04-2025; 2.905.394 ;Budget
Administración;OPE001;01-08-2025; 1.649.934 ;Forecast Q2
Administración;MKT001;01-11-2025; 1.631.044 ;Forecast Q1
Activo Fijo;OPE001;01-09-2025; 1.993.658 ;Budget
Personal;OPE001;01-08-2025; 3.474.389 ;Forecast Q1
Administración;INM003;01-07-2025; 2.258.638 ;Forecast Q2
Personal;TEC002;01-05-2025; 3.665.672 ;Forecast Q2
Personal;OPE001;01-04-2025; 3.721.332 ;Forecast Q1
Administración;OPE001;01-07-2025; 1.414.335 ;Forecast Q1
Activo Fijo;MKT001;01-08-2025; 1.177.278 ;Forecast Q2
Administración;TEC001;01-11-2025; 2.162.745 ;Forecast Q2
Administración;OPE001;01-07-2025; 2.144.060 ;Budget
Personal;TEC002;01-02-2025; 4.420.662 ;Forecast Q1
Administración;TEC001;01-09-2025; 1.724.933 ;Forecast Q1
Activo Fijo;MKT001;01-03-2025; 1.812.907 ;Forecast Q2
Administración;MKT001;01-11-2025; 1.698.014 ;Forecast Q2
Administración;OPE001;01-11-2025; 2.118.939 ;Budget
Activo Fijo;INM003;01-06-2025; 762.716 ;Forecast Q1
Administración;TEC001;01-03-2025; 1.535.689 ;Budget
Personal;TEC002;01-06-2025; 4.299.233 ;Forecast Q1
Activo Fijo;TEC002;01-12-2025; 1.385.162 ;Forecast Q2
Personal;TEC002;01-12-2025; 5.398.133 ;Budget
Administración;MKT001;01-11-2025; 1.471.962 ;Forecast Q1
Personal;TEC001;01-10-2025; 3.867.475 ;Forecast Q2
Activo Fijo;MKT001;01-04-2025; 1.614.049 ;Budget
Activo Fijo;MKT002;01-03-2025; 713.112 ;Forecast Q2
Administración;INM003;01-03-2025; 1.629.446 ;Forecast Q1
Administración;MKT002;01-11-2025; 1.642.067 ;Forecast Q2
Administración;OPE001;01-09-2025; 2.181.119 ;Forecast Q2
Personal;MKT001;01-06-2025; 5.816.215 ;Budget
Administración;TEC002;01-02-2025; 2.864.113 ;Forecast Q1
Activo Fijo;MKT002;01-03-2025; 2.227.694 ;Forecast Q2
Personal;MKT002;01-06-2025; 4.076.309 ;Forecast Q2
Personal;TEC002;01-08-2025; 5.078.678 ;Forecast Q2
Administración;OPE001;01-02-2025; 2.684.906 ;Forecast Q2
Personal;MKT001;01-10-2025; 3.716.573 ;Budget
Administración;TEC001;01-09-2025; 2.910.977 ;Budget
Activo Fijo;INM003;01-09-2025; 1.760.329 ;Forecast Q1
Administración;TEC002;01-03-2025; 2.446.301 ;Budget
Activo Fijo;TEC001;01-02-2025; 692.031 ;Forecast Q1
Administración;OPE001;01-08-2025; 2.681.618 ;Budget
Administración;TEC001;01-04-2025; 1.275.667 ;Forecast Q1
Personal;TEC001;01-11-2025; 3.652.375 ;Budget
Administración;OPE001;01-05-2025; 2.824.534 ;Forecast Q2
Activo Fijo;TEC001;01-07-2025; 516.949 ;Budget
Personal;TEC002;01-11-2025; 3.185.050 ;Forecast Q1
Activo Fijo;TEC002;01-01-2025; 1.955.940 ;Forecast Q2
Activo Fijo;TEC001;01-09-2025; 1.202.524 ;Forecast Q2
Activo Fijo;TEC002;01-04-2025; 2.391.625 ;Budget
Administración;TEC002;01-11-2025; 2.490.176 ;Forecast Q2
Personal;INM003;01-07-2025; 5.042.083 ;Forecast Q1
Administración;INM003;01-02-2025; 2.356.594 ;Forecast Q2
Personal;OPE001;01-05-2025; 3.336.546 ;Budget
Activo Fijo;TEC001;01-06-2025; 2.134.440 ;Budget
Administración;TEC001;01-03-2025; 2.386.828 ;Forecast Q1
Administración;OPE001;01-03-2025; 2.844.399 ;Forecast Q2
Administración;TEC002;01-05-2025; 2.224.490 ;Forecast Q1
Administración;MKT001;01-01-2025; 2.954.773 ;Budget
Activo Fijo;MKT002;01-03-2025; 2.426.614 ;Forecast Q2
Activo Fijo;INM003;01-03-2025; 1.044.993 ;Forecast Q1
Personal;TEC001;01-08-2025; 4.292.541 ;Forecast Q1
Activo Fijo;TEC001;01-11-2025; 1.453.933 ;Budget
Activo Fijo;MKT001;01-02-2025; 1.959.182 ;Forecast Q1
Personal;MKT002;01-02-2025; 4.579.807 ;Forecast Q1
Activo Fijo;TEC002;01-01-2025; 1.511.471 ;Budget
Administración;MKT001;01-09-2025; 1.241.522 ;Forecast Q1
Personal;INM003;01-01-2025; 4.714.524 ;Budget
Personal;MKT001;01-08-2025; 5.620.349 ;Budget
Activo Fijo;TEC001;01-09-2025; 2.133.447 ;Forecast Q2
Activo Fijo;TEC001;01-09-2025; 1.469.049 ;Forecast Q2
Activo Fijo;MKT001;01-06-2025; 1.655.595 ;Forecast Q1
Administración;INM003;01-10-2025; 1.165.379 ;Budget
Personal;MKT002;01-07-2025; 4.054.046 ;Forecast Q2
Activo Fijo;TEC002;01-11-2025; 570.909 ;Forecast Q2
Activo Fijo;MKT002;01-05-2025; 548.853 ;Forecast Q2
Personal;TEC001;01-06-2025; 4.245.855 ;Forecast Q1
Personal;TEC001;01-07-2025; 4.834.936 ;Forecast Q2
Administración;TEC002;01-06-2025; 1.798.609 ;Forecast Q1
Personal;INM003;01-08-2025; 5.677.562 ;Forecast Q1
Personal;MKT002;01-07-2025; 3.009.540 ;Budget
Administración;TEC002;01-06-2025; 1.084.603 ;Forecast Q2
Personal;MKT002;01-06-2025; 3.009.461 ;Forecast Q2
Personal;OPE001;01-11-2025; 3.970.610 ;Budget
Activo Fijo;INM003;01-01-2025; 1.767.333 ;Budget
Administración;INM003;01-09-2025; 2.656.909 ;Forecast Q1
Activo Fijo;TEC002;01-02-2025; 937.360 ;Budget
Administración;TEC002;01-10-2025; 1.091.719 ;Forecast Q2
Administración;TEC001;01-07-2025; 2.031.904 ;Forecast Q2
Personal;MKT002;01-07-2025; 5.613.414 ;Forecast Q2
Administración;OPE001;01-12-2025; 2.130.352 ;Forecast Q1
Activo Fijo;MKT002;01-06-2025; 1.363.283 ;Budget
Personal;TEC002;01-03-2025; 5.430.527 ;Forecast Q2
Personal;TEC002;01-01-2025; 5.807.040 ;Forecast Q2
Personal;TEC001;01-09-2025; 3.922.277 ;Budget
Personal;TEC002;01-03-2025; 4.822.860 ;Budget
Administración;OPE001;01-10-2025; 1.379.584 ;Forecast Q2
Personal;MKT002;01-01-2025; 3.039.051 ;Forecast Q1
Personal;TEC002;01-05-2025; 3.236.830 ;Forecast Q1
Administración;MKT001;01-07-2025; 2.736.245 ;Forecast Q2
Activo Fijo;TEC002;01-07-2025; 1.802.028 ;Forecast Q1
Administración;TEC002;01-02-2025; 2.145.189 ;Forecast Q2
Administración;OPE001;01-11-2025; 1.922.232 ;Forecast Q1
Administración;OPE001;01-12-2025; 2.088.278 ;Forecast Q2
Administración;INM003;01-05-2025; 1.787.173 ;Forecast Q1
Personal;MKT001;01-08-2025; 5.235.654 ;Forecast Q1
Personal;MKT001;01-06-2025; 4.070.880 ;Budget
Activo Fijo;TEC002;01-06-2025; 1.675.292 ;Budget
Administración;TEC001;01-08-2025; 2.881.943 ;Forecast Q1
Activo Fijo;MKT001;01-04-2025; 1.416.228 ;Budget
Activo Fijo;TEC001;01-03-2025; 1.742.062 ;Budget
Personal;OPE001;01-06-2025; 4.668.014 ;Forecast Q1
Administración;TEC002;01-11-2025; 1.478.241 ;Forecast Q1
Administración;TEC002;01-05-2025; 2.238.244 ;Forecast Q2
Personal;OPE001;01-12-2025; 4.043.031 ;Forecast Q1
Administración;MKT001;01-10-2025; 1.797.355 ;Forecast Q2
Personal;TEC001;01-11-2025; 3.934.462 ;Forecast Q2
Activo Fijo;MKT001;01-02-2025; 1.294.159 ;Budget
Personal;TEC001;01-07-2025; 3.074.456 ;Budget
Administración;MKT001;01-12-2025; 2.800.722 ;Forecast Q2
Activo Fijo;INM003;01-05-2025; 982.547 ;Budget
Administración;TEC002;01-04-2025; 1.248.208 ;Forecast Q2
Administración;TEC002;01-01-2025; 1.226.771 ;Budget
Activo Fijo;TEC002;01-03-2025; 2.361.992 ;Forecast Q2
Personal;MKT002;01-08-2025; 5.462.901 ;Budget
Personal;MKT002;01-08-2025; 4.160.469 ;Budget
Activo Fijo;TEC002;01-08-2025; 1.207.334 ;Budget
Administración;INM003;01-10-2025; 2.461.739 ;Forecast Q1
Administración;OPE001;01-04-2025; 1.985.461 ;Budget
Administración;INM003;01-08-2025; 2.512.116 ;Forecast Q1
Personal;INM003;01-02-2025; 4.452.053 ;Forecast Q2
Administración;MKT002;01-06-2025; 2.597.857 ;Forecast Q1
Personal;MKT001;01-01-2025; 4.514.878 ;Forecast Q1
Administración;INM003;01-07-2025; 2.756.880 ;Forecast Q2
Administración;MKT002;01-11-2025; 1.288.376 ;Forecast Q1
Administración;OPE001;01-11-2025; 2.183.902 ;Forecast Q2
Activo Fijo;TEC001;01-02-2025; 653.479 ;Forecast Q1
Activo Fijo;MKT001;01-02-2025; 1.900.900 ;Forecast Q1
Administración;INM003;01-12-2025; 1.591.570 ;Budget
Activo Fijo;INM003;01-06-2025; 990.687 ;Budget
Personal;TEC002;01-04-2025; 3.719.552 ;Forecast Q1
Administración;MKT002;01-10-2025; 2.509.146 ;Forecast Q1
Activo Fijo;TEC002;01-04-2025; 978.279 ;Budget
Administración;MKT002;01-08-2025; 1.803.612 ;Forecast Q1
Personal;TEC002;01-11-2025; 4.068.958 ;Budget
Administración;MKT002;01-09-2025; 1.109.959 ;Budget
Administración;MKT002;01-06-2025; 1.186.767 ;Budget
Personal;MKT001;01-05-2025; 3.013.907 ;Forecast Q1
Personal;MKT001;01-03-2025; 4.623.793 ;Budget
Administración;INM003;01-05-2025; 2.162.293 ;Budget
Activo Fijo;INM003;01-06-2025; 1.412.045 ;Forecast Q1
Personal;MKT002;01-05-2025; 5.667.567 ;Forecast Q1
Personal;INM003;01-02-2025; 5.357.811 ;Budget
Administración;TEC002;01-07-2025; 1.401.261 ;Forecast Q2
Personal;INM003;01-09-2025; 5.302.907 ;Budget
Activo Fijo;MKT001;01-10-2025; 1.597.006 ;Forecast Q1
Personal;TEC001;01-11-2025; 5.982.846 ;Forecast Q1
Personal;MKT001;01-01-2025; 5.484.111 ;Forecast Q1
Administración;MKT002;01-06-2025; 1.434.424 ;Budget
Activo Fijo;TEC001;01-04-2025; 1.028.487 ;Forecast Q2
Personal;OPE001;01-05-2025; 4.058.294 ;Forecast Q2
Administración;INM003;01-08-2025; 1.742.018 ;Forecast Q1
Activo Fijo;MKT002;01-05-2025; 1.650.552 ;Forecast Q2
Administración;TEC002;01-05-2025; 1.717.226 ;Budget
Personal;OPE001;01-05-2025; 3.994.861 ;Budget
Activo Fijo;MKT002;01-03-2025; 819.307 ;Forecast Q1
Personal;INM003;01-01-2025; 4.193.194 ;Forecast Q1
Activo Fijo;OPE001;01-07-2025; 1.151.022 ;Forecast Q1
Administración;MKT001;01-05-2025; 2.777.124 ;Budget
Administración;INM003;01-12-2025; 1.694.799 ;Budget
Administración;MKT001;01-09-2025; 2.432.718 ;Forecast Q1
Administración;INM003;01-05-2025; 1.773.731 ;Forecast Q2
Personal;TEC001;01-10-2025; 5.884.827 ;Forecast Q2
Administración;TEC001;01-04-2025; 2.041.193 ;Forecast Q1
Personal;MKT001;01-09-2025; 4.916.440 ;Forecast Q1
Personal;INM003;01-02-2025; 5.492.359 ;Budget
Administración;INM003;01-03-2025; 2.674.757 ;Forecast Q1
Personal;OPE001;01-06-2025; 3.462.720 ;Budget
Activo Fijo;TEC001;01-10-2025; 878.605 ;Budget
Administración;MKT001;01-06-2025; 1.155.153 ;Forecast Q2
Administración;MKT002;01-04-2025; 2.032.767 ;Forecast Q2
Personal;MKT002;01-04-2025; 4.263.508 ;Budget
Administración;MKT002;01-03-2025; 1.534.827 ;Forecast Q2
Activo Fijo;TEC002;01-01-2025; 2.056.144 ;Forecast Q1
Administración;MKT002;01-05-2025; 2.534.057 ;Budget
Personal;MKT001;01-10-2025; 5.786.854 ;Forecast Q2
Personal;MKT001;01-11-2025; 4.026.772 ;Forecast Q1
Administración;TEC002;01-10-2025; 2.320.656 ;Forecast Q1
Activo Fijo;INM003;01-11-2025; 2.394.128 ;Budget
Activo Fijo;OPE001;01-11-2025; 648.098 ;Forecast Q1
Personal;MKT001;01-03-2025; 4.351.491 ;Forecast Q1
Personal;TEC001;01-12-2025; 4.353.534 ;Budget
Personal;INM003;01-01-2025; 5.356.189 ;Forecast Q1
Administración;TEC002;01-03-2025; 1.595.021 ;Budget
Administración;MKT001;01-01-2025; 1.294.239 ;Budget
Activo Fijo;TEC001;01-12-2025; 1.059.401 ;Forecast Q2
Administración;INM003;01-12-2025; 2.349.300 ;Forecast Q1
Administración;INM003;01-02-2025; 1.504.890 ;Budget
Personal;INM003;01-09-2025; 3.208.337 ;Forecast Q1
Activo Fijo;OPE001;01-09-2025; 1.159.423 ;Budget
Personal;MKT002;01-12-2025; 3.726.733 ;Forecast Q2
Administración;INM003;01-01-2025; 1.412.490 ;Budget
Activo Fijo;TEC001;01-06-2025; 845.428 ;Budget
Activo Fijo;TEC002;01-03-2025; 1.485.813 ;Forecast Q1
Administración;MKT002;01-06-2025; 1.224.835 ;Forecast Q2
Administración;TEC002;01-06-2025; 2.571.262 ;Forecast Q2
Administración;TEC001;01-05-2025; 2.099.370 ;Forecast Q2
Personal;INM003;01-09-2025; 3.143.218 ;Forecast Q2
Activo Fijo;MKT001;01-11-2025; 876.044 ;Forecast Q2
Personal;MKT002;01-05-2025; 5.617.011 ;Forecast Q2
Administración;MKT001;01-04-2025; 2.452.125 ;Forecast Q1
Personal;INM003;01-01-2025; 3.968.175 ;Forecast Q2
Personal;MKT002;01-07-2025; 3.436.232 ;Forecast Q2
Activo Fijo;MKT002;01-10-2025; 2.199.819 ;Forecast Q2
Administración;MKT001;01-02-2025; 2.761.616 ;Forecast Q1
Activo Fijo;MKT002;01-01-2025; 1.098.306 ;Forecast Q1
Personal;MKT002;01-07-2025; 3.006.293 ;Forecast Q2
Administración;TEC001;01-09-2025; 1.500.574 ;Forecast Q2
Activo Fijo;MKT002;01-10-2025; 1.795.731 ;Forecast Q1
Personal;MKT002;01-10-2025; 3.824.494 ;Forecast Q1
Administración;MKT002;01-02-2025; 2.021.512 ;Forecast Q2
Activo Fijo;OPE001;01-12-2025; 2.471.202 ;Forecast Q2
Activo Fijo;MKT002;01-10-2025; 2.263.791 ;Forecast Q2
Activo Fijo;OPE001;01-07-2025; 2.074.223 ;Budget
Administración;MKT002;01-08-2025; 2.902.021 ;Budget
Activo Fijo;OPE001;01-06-2025; 1.998.498 ;Budget
Administración;OPE001;01-01-2025; 1.871.868 ;Forecast Q2
Personal;TEC001;01-06-2025; 4.159.750 ;Forecast Q2
Personal;INM003;01-08-2025; 4.458.338 ;Budget
Personal;OPE001;01-08-2025; 3.802.767 ;Budget
Administración;TEC002;01-01-2025; 2.415.621 ;Budget
Activo Fijo;TEC001;01-09-2025; 2.076.930 ;Forecast Q1
Administración;MKT002;01-10-2025; 2.554.178 ;Budget
Personal;INM003;01-06-2025; 5.205.251 ;Budget
Personal;OPE001;01-10-2025; 3.091.123 ;Forecast Q2
Activo Fijo;TEC002;01-11-2025; 953.449 ;Forecast Q1
Activo Fijo;MKT002;01-12-2025; 792.180 ;Forecast Q2
Personal;MKT002;01-09-2025; 4.024.113 ;Forecast Q2
Personal;INM003;01-02-2025; 5.516.512 ;Forecast Q1
Personal;OPE001;01-01-2025; 5.458.510 ;Forecast Q1
Administración;INM003;01-04-2025; 2.484.750 ;Forecast Q2
Administración;MKT002;01-08-2025; 2.831.119 ;Forecast Q1
Administración;OPE001;01-04-2025; 1.480.371 ;Forecast Q2
Personal;TEC001;01-02-2025; 3.553.685 ;Budget
Personal;INM003;01-09-2025; 3.184.047 ;Forecast Q1
Administración;TEC002;01-05-2025; 2.451.504 ;Forecast Q2
Personal;TEC001;01-06-2025; 3.643.960 ;Budget
Activo Fijo;TEC002;01-09-2025; 1.322.422 ;Budget
Administración;OPE001;01-08-2025; 2.718.600 ;Forecast Q2
Activo Fijo;INM003;01-02-2025; 2.343.762 ;Budget
Activo Fijo;TEC001;01-12-2025; 1.996.171 ;Forecast Q2
Activo Fijo;TEC001;01-06-2025; 1.610.175 ;Budget
Personal;OPE001;01-12-2025; 4.856.118 ;Forecast Q1
Activo Fijo;INM003;01-08-2025; 1.290.764 ;Forecast Q2
Personal;TEC001;01-03-2025; 3.326.731 ;Budget
Administración;MKT002;01-01-2025; 1.071.180 ;Forecast Q2
Personal;TEC001;01-03-2025; 5.791.451 ;Forecast Q1
Administración;MKT001;01-01-2025; 2.342.542 ;Budget
Administración;OPE001;01-01-2025; 1.844.405 ;Forecast Q1
Activo Fijo;TEC002    ;01-07-2025; 1.009.505 ;Forecast Q2
Administración;INM003;01-09-2025; 1.038.625 ;Forecast Q2
Administración;MKT002;01-01-2025; 2.250.814 ;Budget
Activo Fijo;MKT001;01-08-2025; 1.064.178 ;Forecast Q1
Administración;INM003;01-12-2025; 1.301.070 ;Budget
Personal;OPE001;01-01-2025; 5.180.124 ;Forecast Q1
Personal;INM003;01-06-2025; 5.881.898 ;Forecast Q1
Administración;TEC001;01-10-2025; 2.839.870 ;Budget
Activo Fijo;MKT001;01-02-2025; 2.350.820 ;Forecast Q2
Personal;MKT002;01-07-2025; 3.463.869 ;Forecast Q2
Activo Fijo;TEC001;01-04-2025; 677.564 ;Forecast Q2
Personal;MKT002;01-02-2025; 4.304.323 ;Forecast Q2
Administración;MKT002;01-10-2025; 1.079.973 ;Forecast Q1
Personal;MKT002;01-07-2025; 5.958.267 ;Budget
Activo Fijo;TEC002;01-06-2025; 1.191.582 ;Budget
Personal;MKT001;01-04-2025; 5.282.227 ;Forecast Q2
Activo Fijo;TEC002;01-02-2025; 1.657.955 ;Forecast Q2
Administración;OPE001;01-03-2025; 1.987.648 ;Budget
Activo Fijo;MKT001;01-09-2025; 1.566.233 ;Forecast Q1
Administración;MKT001;01-03-2025; 2.030.992 ;Forecast Q2
Personal;MKT002;01-06-2025; 3.544.983 ;Forecast Q1
Activo Fijo;OPE001;01-09-2025; 523.052 ;Forecast Q1
Activo Fijo;TEC001;01-07-2025; 2.192.594 ;Budget
Administración;TEC002;01-09-2025; 2.080.506 ;Forecast Q1
Personal;MKT001;01-10-2025; 3.035.571 ;Forecast Q1
Activo Fijo;TEC001;01-02-2025; 1.406.204 ;Budget
Administración;TEC002;01-02-2025; 1.131.910 ;Budget
Activo Fijo;OPE001;01-11-2025; 1.972.674 ;Budget
Administración;MKT001;01-12-2025; 1.894.115 ;Forecast Q2
Administración;MKT002;01-09-2025; 2.541.571 ;Forecast Q2
Activo Fijo;MKT002;01-06-2025; 2.454.548 ;Budget
Administración;INM003;01-12-2025; 1.038.958 ;Forecast Q1
Administración;OPE001;01-10-2025; 2.794.388 ;Forecast Q2
Administración;MKT002;01-03-2025; 1.480.337 ;Forecast Q1
Administración;INM003;01-12-2025; 1.663.861 ;Forecast Q1
Activo Fijo;INM003;01-03-2025; 2.455.791 ;Forecast Q2
Personal;MKT002;01-11-2025; 4.010.534 ;Forecast Q2
Personal;TEC002;01-06-2025; 5.549.874 ;Forecast Q1
Personal;TEC001;01-12-2025; 5.254.608 ;Budget
Activo Fijo;MKT001;01-04-2025; 1.614.466 ;Forecast Q1
Administración;OPE001;01-02-2025; 2.138.931 ;Forecast Q2
Administración;TEC001;01-11-2025; 1.877.173 ;Budget
Administración;TEC001;01-03-2025; 1.413.995 ;Forecast Q2
Personal;INM003;01-06-2025; 4.854.015 ;Forecast Q1
Personal;TEC001;01-07-2025; 4.770.049 ;Budget
Administración;TEC001;01-02-2025; 2.841.567 ;Forecast Q2
Administración;INM003;01-11-2025; 1.968.167 ;Budget
Personal;OPE001;01-07-2025; 4.843.496 ;Forecast Q2
Personal;MKT002;01-07-2025; 3.892.373 ;Forecast Q2
Administración;MKT001;01-05-2025; 2.268.410 ;Forecast Q2
Personal;MKT002;01-10-2025; 4.461.075 ;Forecast Q2
Administración;TEC002;01-02-2025; 2.054.110 ;Budget
Personal;OPE001;01-08-2025; 5.335.937 ;Budget
Administración;MKT002;01-03-2025; 2.526.799 ;Budget
Activo Fijo;MKT001;01-01-2025; 963.126 ;Forecast Q2
Administración;TEC001;01-11-2025; 1.309.322 ;Budget
Activo Fijo;MKT001;01-08-2025; 2.323.237 ;Budget
Personal;INM003;01-10-2025; 4.214.078 ;Budget
Personal;OPE001;01-07-2025; 3.353.251 ;Forecast Q1
Administración;INM003;01-12-2025; 2.113.610 ;Forecast Q2
Administración;OPE001;01-02-2025; 1.205.018 ;Budget
Activo Fijo;TEC001;01-06-2025; 2.138.710 ;Forecast Q1
Personal;MKT001;01-04-2025; 3.611.758 ;Budget
Activo Fijo;MKT001;01-02-2025; 1.939.051 ;Forecast Q1
Personal;INM003;01-05-2025; 5.573.977 ;Budget
Activo Fijo;MKT001;01-11-2025; 1.145.954 ;Forecast Q2
Administración;TEC001;01-02-2025; 2.856.920 ;Forecast Q1
Activo Fijo;TEC001;01-10-2025; 1.309.494 ;Forecast Q1
Activo Fijo;TEC002;01-08-2025; 774.348 ;Forecast Q2
