id_gasto;fecha;centro_costo;categoria;subcategoria; monto 
1732;10-11-2025;INM003;Personal;Bonos; 4.708.654 
1733;27-11-2025;TEC005;Personal;Sueldos; 3.952.244 
1734;08-12-2025;MKT004;Activo Fijo;Equipos; 3.058.002 
1735;20-03-2025;OPE004;Personal;Bonos; 1.311.356 
1736;14-02-2025;INM004;Personal;Bonos; 4.708.501 
1737;10-03-2025;INM005;Personal;Sueldos; 3.859.010 
1738;07-03-2025;TEC002;Personal;Sueldos; 835.182 
1739;15-07-2025;TEC005;Activo Fijo;Equipos; 690.337 
1740;17-08-2025;OPE002;Administración;Servicios; 3.662.341 
1741;04-08-2025;INM003;Administración;Arriendos; 4.152.672 
1742;21-07-2025;OPE004;Activo Fijo;Infraestructura; 428.955 
1743;05-07-2025;INM001;Personal;Bonos; 946.586 
1744;04-02-2025;TEC004;Administración;Arriendos; 1.834.047 
1745;10-01-2025;OPE001;Activo Fijo;Infraestructura; 1.416.180 
1746;05-10-2025;INM004;Administración;Arriendos; 3.717.252 
1747;15-03-2025;MKT002;Activo Fijo;Infraestructura; 2.213.483 
1748;14-05-2025;INM003;Activo Fijo;Equipos; 2.565.913 
1749;24-10-2025;OPE005;Activo Fijo;Infraestructura; 450.452 
1750;14-04-2025;TEC003;Activo Fijo;Equipos; 4.829.549 
1751;24-07-2025;TEC002;Activo Fijo;Equipos; 753.657 
1752;12-07-2025;OPE003;Activo Fijo;Infraestructura; 1.867.799 
1753;20-08-2025;OPE002;Personal;Sueldos; 4.083.537 
1754;19-07-2025;INM002;Personal;Sueldos; 1.395.174 
1755;19-03-2025;MKT003;Administración;Servicios; 582.031 
1756;08-08-2025;OPE005;Personal;Bonos; 831.114 
1757;18-10-2025;TEC003;Activo Fijo;Equipos; 2.582.869 
1758;09-04-2025;INM002;Activo Fijo;Equipos; 4.687.476 
1759;06-06-2025;TEC001;Administración;Servicios; 4.665.129 
1760;26-10-2025;OPE001;Activo Fijo;Infraestructura; 2.057.734 
1761;27-07-2025;MKT004;Personal;Sueldos; 2.163.993 
1762;16-04-2025;INM002;Personal;Bonos; 3.087.008 
1763;11-09-2025;INM003;Administración;Servicios; 1.613.931 
1764;01-10-2025;MKT005;Administración;Arriendos; 1.318.910 
1765;16-06-2025;OPE002;Administración;Servicios; 1.370.386 
1766;13-03-2025;MKT001;Activo Fijo;Equipos; 1.546.221 
1767;27-06-2025;TEC003;Activo Fijo;Infraestructura; 2.347.842 
1768;25-10-2025;MKT004;Personal;Bonos; 3.228.539 
1769;01-01-2025;TEC005;Personal;Sueldos; 4.489.456 
1770;01-07-2025;TEC005;Administración;Servicios; 480.877 
1771;27-07-2025;INM001;Administración;Arriendos; 3.952.330 
1772;04-04-2025;TEC005;Personal;Sueldos; 3.224.428 
1773;08-02-2025;OPE001;Administración;Arriendos; 620.628 
1774;10-08-2025;MKT002;Personal;Bonos; 3.786.745 
1775;07-03-2025;MKT001;Activo Fijo;Infraestructura; 1.418.288 
1776;19-11-2025;TEC001;Activo Fijo;Equipos; 3.204.132 
1777;07-10-2025;MKT003;Activo Fijo;Infraestructura; 2.448.497 
1778;16-04-2025;TEC003;Administración;Arriendos; 2.138.705 
1779;17-10-2025;MKT002;Administración;Arriendos; 649.960 
1780;28-10-2025;TEC004;Personal;Bonos; 4.527.074 
1781;17-07-2025;MKT001;Personal;Sueldos; 4.042.842 
1782;12-07-2025;TEC005;Personal;Sueldos; 1.544.739 
1783;18-08-2025;INM001;Administración;Arriendos; 360.485 
1784;10-06-2025;MKT005;Personal;Bonos; 4.487.127 
1785;24-04-2025;TEC001;Activo Fijo;Infraestructura; 3.871.764 
1786;13-03-2025;MKT002;Administración;Servicios; 251.211 
1787;07-08-2025;MKT002;Administración;Arriendos; 86.787 
1788;28-02-2025;MKT005;Administración;Servicios; 3.616.182 
1789;02-08-2025;TEC004;Administración;Arriendos; 1.935.858 
1790;11-08-2025;OPE003;Personal;Bonos; 4.041.279 
1791;13-09-2025;INM005;Personal;Sueldos; 2.257.516 
1792;11-09-2025;OPE005;Activo Fijo;Infraestructura; 4.822.311 
1793;26-03-2025;MKT002;Administración;Arriendos; 1.841.790 
1794;06-11-2025;TEC005;Personal;Bonos; 4.105.105 
1795;14-01-2025;MKT001;Administración;Arriendos; 50.073 
1796;12-05-2025;TEC001;Personal;Bonos; 4.124.531 
1797;13-10-2025;TEC001;Administración;Arriendos; 177.300 
1798;28-07-2025;OPE005;Activo Fijo;Equipos; 3.790.396 
1799;04-12-2025;TEC003;Administración;Arriendos; 4.625.914 
1800;19-10-2025;MKT005;Personal;Sueldos; 1.523.079 
1801;04-02-2025;MKT004;Administración;Arriendos; 484.505 
1802;02-03-2025;INM003;Personal;Sueldos; 2.698.540 
1803;17-03-2025;MKT001;Administración;Arriendos; 1.524.392 
1804;10-10-2025;INM002;Activo Fijo;Equipos; 280.169 
1805;03-12-2025;TEC004;Administración;Servicios; 3.665.180 
1806;07-03-2025;MKT001;Activo Fijo;Equipos; 69.984 
1807;11-10-2025;OPE005;Administración;Servicios; 2.232.025 
1808;01-07-2025;TEC002;Personal;Sueldos; 4.284.099 
1809;28-03-2025;TEC005;Activo Fijo;Equipos; 4.920.075 
1810;11-06-2025;TEC004;Personal;Bonos; 3.149.666 
1811;13-02-2025;INM004;Administración;Servicios; 3.970.880 
1812;04-01-2025;TEC001;Personal;Bonos; 797.308 
1813;02-07-2025;INM001;Activo Fijo;Infraestructura; 1.476.987 
1814;05-12-2025;INM003;Administración;Servicios; 4.733.301 
1815;23-12-2025;INM005;Activo Fijo;Infraestructura; 477.382 
1816;13-04-2025;INM004;Administración;Arriendos; 3.574.882 
1817;15-09-2025;TEC001;Administración;Servicios; 4.007.235 
1818;25-04-2025;TEC003;Administración;Arriendos; 3.778.636 
1819;13-12-2025;TEC002;Activo Fijo;Infraestructura; 3.768.126 
1820;23-10-2025;INM002;Activo Fijo;Infraestructura; 2.327.082 
1821;16-09-2025;OPE005;Administración;Servicios; 1.658.509 
1822;26-07-2025;INM001;Administración;Servicios; 2.589.938 
1823;21-11-2025;INM002;Activo Fijo;Equipos; 838.847 
1824;11-01-2025;INM005;Personal;Bonos; 3.947.661 
1825;28-02-2025;MKT001;Activo Fijo;Infraestructura; 1.056.604 
1826;26-07-2025;TEC002;Activo Fijo;Infraestructura; 162.792 
1827;13-01-2025;INM002;Personal;Bonos; 4.003.032 
1828;01-03-2025;INM005;Activo Fijo;Infraestructura; 4.839.183 
1829;21-02-2025;INM005;Personal;Sueldos; 1.197.965 
1830;25-07-2025;MKT004;Personal;Bonos; 266.361 
1831;02-03-2025;INM001;Personal;Bonos; 724.388 
1832;12-12-2025;OPE005;Administración;Servicios; 1.011.599 
1833;10-09-2025;MKT003;Activo Fijo;Equipos; 1.233.232 
1834;10-04-2025;TEC001;Personal;Sueldos; 1.143.436 
1835;22-06-2025;OPE004;Administración;Servicios; 4.912.947 
1836;13-02-2025;OPE001;Administración;Servicios; 4.738.819 
1837;04-07-2025;TEC004;Activo Fijo;Infraestructura; 3.351.437 
1838;08-11-2025;MKT002;Personal;Bonos; 1.693.613 
1839;03-08-2025;MKT005;Administración;Arriendos; 1.878.822 
1840;08-10-2025;MKT003;Activo Fijo;Infraestructura; 3.764.932 
1841;27-04-2025;MKT003;Personal;Sueldos; 2.365.957 
1842;28-02-2025;TEC001;Personal;Bonos; 3.626.618 
1843;20-04-2025;OPE001;Personal;Sueldos; 3.047.636 
1844;09-11-2025;MKT004;Personal;Sueldos; 3.520.039 
1845;11-09-2025;MKT003;Administración;Arriendos; 4.696.403 
1846;05-11-2025;TEC002;Activo Fijo;Equipos; 1.058.973 
1847;01-03-2025;MKT004;Personal;Bonos; 4.802.740 
1848;22-01-2025;INM002;Personal;Bonos; 1.076.120 
1849;28-09-2025;OPE002;Personal;Bonos; 2.336.547 
1850;28-03-2025;MKT003;Activo Fijo;Infraestructura; 3.143.171 
1851;19-09-2025;TEC002;Activo Fijo;Infraestructura; 2.885.981 
1852;17-07-2025;INM002;Personal;Sueldos; 309.008 
1853;04-06-2025;OPE004;Administración;Servicios; 1.701.918 
1854;05-09-2025;TEC001;Administración;Arriendos; 3.715.865 
1855;21-04-2025;INM002;Activo Fijo;Equipos; 3.547.730 
1856;15-01-2025;INM003;Personal;Bonos; 2.495.387 
1857;13-09-2025;TEC002;Activo Fijo;Infraestructura; 373.188 
1858;24-08-2025;OPE004;Administración;Arriendos; 2.819.386 
1859;05-12-2025;OPE003;Personal;Sueldos; 1.037.091 
1860;27-06-2025;INM001;Personal;Bonos; 2.758.305 
1861;13-01-2025;OPE004;Personal;Sueldos; 3.124.143 
1862;08-10-2025;MKT002;Administración;Servicios; 1.900.710 
1863;05-08-2025;MKT005;Administración;Servicios; 4.486.414 
1864;04-06-2025;MKT005;Activo Fijo;Equipos; 1.293.506 
1865;28-05-2025;TEC001;Administración;Arriendos; 2.887.155 
1866;24-11-2025;INM003;Personal;Bonos; 4.870.414 
1867;20-03-2025;OPE003;Activo Fijo;Equipos; 87.023 
1868;08-06-2025;INM005;Administración;Arriendos; 3.986.783 
1869;10-12-2025;TEC005;Personal;Bonos; 2.891.296 
1870;02-11-2025;TEC003;Administración;Arriendos; 4.194.399 
1871;28-09-2025;TEC004;Administración;Arriendos; 3.399.589 
1872;10-06-2025;INM005;Personal;Sueldos; 917.711 
1873;02-10-2025;OPE002;Personal;Sueldos; 2.484.803 
1874;10-04-2025;OPE002;Activo Fijo;Infraestructura; 507.438 
1875;22-04-2025;INM005;Activo Fijo;Infraestructura; 2.255.289 
1876;08-11-2025;OPE004;Activo Fijo;Equipos; 157.760 
1877;25-11-2025;MKT001;Administración;Arriendos; 4.274.617 
1878;13-06-2025;OPE002;Administración;Arriendos; 4.967.872 
1879;16-11-2025;OPE001;Administración;Arriendos; 2.801.662 
1880;26-12-2025;OPE004;Administración;Arriendos; 1.035.567 
1881;11-10-2025;MKT005;Personal;Bonos; 3.959.137 
1882;13-09-2025;INM005;Personal;Sueldos; 2.422.060 
1883;09-04-2025;INM005;Activo Fijo;Infraestructura; 2.430.381 
1884;27-01-2025;OPE004;Activo Fijo;Infraestructura; 4.343.630 
1885;02-05-2025;OPE003;Activo Fijo;Infraestructura; 1.437.476 
1886;05-01-2025;INM005;Administración;Servicios; 3.159.070 
1887;23-06-2025;TEC003;Activo Fijo;Equipos; 4.104.562 
1888;19-07-2025;OPE005;Activo Fijo;Equipos; 3.011.618 
1889;17-07-2025;MKT004;Activo Fijo;Equipos; 3.086.069 
1890;01-03-2025;OPE005;Activo Fijo;Infraestructura; 2.189.847 
1891;19-08-2025;TEC005;Activo Fijo;Infraestructura; 4.158.921 
1892;11-04-2025;TEC005;Administración;Arriendos; 1.381.397 
1893;04-04-2025;INM005;Personal;Sueldos; 4.537.134 
1894;23-11-2025;TEC004;Activo Fijo;Infraestructura; 1.510.452 
1895;11-10-2025;TEC003;Personal;Sueldos; 1.441.382 
1896;02-09-2025;MKT003;Administración;Servicios; 3.207.360 
1897;05-05-2025;TEC005;Administración;Servicios; 441.475 
1898;06-08-2025;MKT005;Personal;Sueldos; 3.201.595 
1899;22-12-2025;INM005;Personal;Sueldos; 4.246.666 
1900;15-08-2025;INM003;Activo Fijo;Infraestructura; 1.613.871 
1901;20-05-2025;MKT005;Administración;Arriendos; 4.192.934 
1902;21-07-2025;MKT002;Activo Fijo;Infraestructura; 4.174.328 
1903;26-05-2025;TEC005;Administración;Arriendos; 4.217.462 
1904;08-07-2025;INM003;Personal;Sueldos; 4.823.316 
1905;15-11-2025;TEC004;Personal;Bonos; 4.467.866 
1906;02-03-2025;TEC002;Administración;Arriendos; 4.635.669 
1907;27-12-2025;MKT001;Administración;Servicios; 2.542.298 
1908;03-04-2025;OPE003;Personal;Bonos; 4.332.071 
1909;17-09-2025;INM005;Activo Fijo;Equipos; 4.833.660 
1910;16-11-2025;TEC004;Activo Fijo;Infraestructura; 4.602.880 
1911;21-06-2025;TEC002;Administración;Servicios; 3.528.141 
1912;13-04-2025;INM004;Activo Fijo;Equipos; 2.169.279 
1913;02-10-2025;OPE002;Personal;Bonos; 210.533 
1914;14-02-2025;TEC001;Administración;Servicios; 4.428.316 
1915;23-10-2025;OPE003;Administración;Arriendos; 4.781.729 
1916;08-01-2025;OPE005;Administración;Arriendos; 1.082.453 
1917;26-06-2025;MKT002;Activo Fijo;Equipos; 2.466.691 
1918;01-07-2025;MKT003;Administración;Arriendos; 2.959.905 
1919;21-08-2025;MKT001;Administración;Servicios; 4.550.637 
1920;24-02-2025;TEC001;Personal;Bonos; 1.496.330 
1921;21-02-2025;MKT005;Activo Fijo;Infraestructura; 4.885.660 
1922;22-07-2025;MKT005;Personal;Bonos; 1.318.813 
1923;18-09-2025;MKT002;Administración;Servicios; 3.667.057 
1924;01-02-2025;TEC001;Activo Fijo;Infraestructura; 2.249.019 
1925;24-07-2025;MKT002;Personal;Sueldos; 963.330 
1926;17-04-2025;OPE005;Activo Fijo;Infraestructura; 1.483.091 
1927;27-02-2025;OPE002;Activo Fijo;Equipos; 4.514.781 
1928;16-04-2025;INM004;Activo Fijo;Equipos; 469.467 
1929;13-01-2025;OPE003;Personal;Sueldos; 2.725.802 
1930;15-01-2025;OPE005;Administración;Arriendos; 2.313.399 
1931;21-02-2025;TEC001;Administración;Servicios; 373.915 
1932;24-03-2025;INM002;Personal;Sueldos; 1.207.889 
1933;13-11-2025;MKT004;Activo Fijo;Infraestructura; 4.209.033 
1934;28-08-2025;MKT002;Administración;Servicios; 2.723.203 
1935;15-05-2025;TEC003;Personal;Sueldos; 3.345.574 
1936;19-09-2025;OPE004;Administración;Arriendos; 1.959.639 
1937;27-09-2025;OPE002;Activo Fijo;Infraestructura; 1.537.085 
1938;17-08-2025;OPE001;Personal;Bonos; 316.282 
1939;11-10-2025;INM005;Personal;Bonos; 3.055.532 
1940;27-09-2025;INM002;Administración;Servicios; 2.469.952 
1941;13-08-2025;OPE004;Administración;Servicios; 2.468.372 
1942;02-12-2025;MKT005;Activo Fijo;Equipos; 272.497 
1943;27-02-2025;MKT002;Administración;Servicios; 4.820.245 
1944;12-07-2025;INM004;Activo Fijo;Infraestructura; 1.614.206 
1945;11-05-2025;INM004;Personal;Sueldos; 1.406.400 
1946;17-08-2025;INM005;Personal;Bonos; 2.025.715 
1947;26-07-2025;INM003;Personal;Sueldos; 3.751.560 
1948;27-10-2025;MKT004;Administración;Servicios; 4.992.090 
1949;20-05-2025;INM005;Administración;Arriendos; 3.940.542 
1950;17-07-2025;TEC005;Administración;Arriendos; 1.051.228 
1951;05-11-2025;MKT005;Administración;Arriendos; 3.610.506 
1952;20-03-2025;TEC003;Activo Fijo;Equipos; 4.999.272 
1953;20-06-2025;INM002;Activo Fijo;Infraestructura; 3.285.349 
1954;04-01-2025;INM003;Administración;Servicios; 86.431 
1955;12-07-2025;MKT001;Administración;Servicios; 4.255.200 
1956;17-12-2025;TEC003;Activo Fijo;Infraestructura; 3.826.651 
1957;09-01-2025;OPE005;Administración;Servicios; 1.313.014 
1958;09-07-2025;INM004;Administración;Servicios; 4.654.092 
1959;27-07-2025;OPE004;Administración;Servicios; 938.033 
1960;22-12-2025;TEC005;Administración;Servicios; 4.068.233 
1961;20-06-2025;MKT002;Personal;Bonos; 2.116.842 
1962;02-08-2025;OPE002;Administración;Servicios; 344.615 
1963;09-08-2025;TEC003;Activo Fijo;Equipos; 2.859.189 
1964;25-12-2025;OPE005;Personal;Sueldos; 2.957.158 
1965;20-12-2025;MKT004;Personal;Bonos; 1.697.191 
1966;05-12-2025;INM001;Activo Fijo;Equipos; 419.778 
1967;28-09-2025;OPE003;Activo Fijo;Infraestructura; 3.394.564 
1968;06-12-2025;INM001;Personal;Bonos; 189.007 
1969;25-05-2025;OPE003;Personal;Bonos; 4.974.943 
1970;16-02-2025;MKT001;Administración;Arriendos; 1.699.336 
1971;03-11-2025;TEC004;Activo Fijo;Infraestructura; 1.798.127 
1972;05-03-2025;TEC003;Administración;Arriendos; 2.366.900 
1973;06-08-2025;OPE005;Personal;Sueldos; 660.592 
1974;06-10-2025;MKT001;Activo Fijo;Infraestructura; 4.597.635 
1975;22-01-2025;OPE005;Activo Fijo;Infraestructura; 4.114.051 
1976;18-01-2025;OPE002;Activo Fijo;Equipos; 4.327.545 
1977;16-07-2025;MKT004;Activo Fijo;Infraestructura; 796.970 
1978;03-08-2025;OPE002;Administración;Arriendos; 4.280.972 
1979;26-02-2025;MKT005;Activo Fijo;Infraestructura; 864.256 
1980;11-04-2025;MKT001;Activo Fijo;Equipos; 3.413.289 
1981;15-08-2025;TEC003;Administración;Servicios; 2.451.699 
1982;18-08-2025;MKT004;Personal;Sueldos; 513.932 
1983;12-03-2025;INM001;Personal;Bonos; 2.270.213 
1984;19-05-2025;MKT001;Administración;Servicios; 259.578 
1985;28-01-2025;OPE003;Activo Fijo;Infraestructura; 1.283.369 
1986;24-05-2025;INM002;Activo Fijo;Infraestructura; 3.119.456 
1987;11-05-2025;INM004;Personal;Bonos; 4.113.643 
1988;15-09-2025;TEC002;Personal;Sueldos; 2.836.591 
1989;04-05-2025;MKT004;Personal;Sueldos; 491.510 
1990;08-09-2025;MKT005;Administración;Servicios; 1.514.285 
1991;02-05-2025;MKT003;Activo Fijo;Equipos; 558.072 
1992;12-02-2025;INM002;Activo Fijo;Equipos; 1.196.805 
1993;01-05-2025;INM002;Activo Fijo;Infraestructura; 1.724.765 
1994;07-12-2025;TEC001;Personal;Sueldos; 952.887 
1995;15-10-2025;TEC003;Activo Fijo;Infraestructura; 2.670.273 
1996;04-11-2025;MKT001;Activo Fijo;Infraestructura; 102.827 
1997;21-09-2025;OPE002;Activo Fijo;Infraestructura; 3.496.412 
1998;22-06-2025;OPE004;Activo Fijo;Infraestructura; 918.283 
1999;14-03-2025;OPE001;Activo Fijo;Infraestructura; 743.945 
2000;14-02-2025;OPE005;Administración;Arriendos; 4.610.682 
2001;25-02-2025;TEC003;Activo Fijo;Equipos; 4.335.147 
2002;12-01-2025;MKT003;Activo Fijo;Equipos; 366.749 
2003;11-07-2025;OPE003;Administración;Servicios; 1.417.229 
2004;08-08-2025;INM002;Personal;Sueldos; 3.999.001 
2005;02-06-2025;MKT001;Administración;Servicios; 2.046.201 
2006;11-06-2025;MKT005;Personal;Sueldos; 2.925.836 
2007;01-01-2025;OPE005;Administración;Arriendos; 2.648.125 
2008;28-11-2025;OPE001;Personal;Sueldos; 4.911.307 
2009;11-11-2025;TEC001;Activo Fijo;Equipos; 3.190.378 
2010;01-12-2025;MKT001;Personal;Sueldos; 2.867.478 
2011;28-02-2025;INM004;Personal;Sueldos; 2.810.504 
2012;09-03-2025;TEC002;Administración;Arriendos; 1.487.895 
2013;19-11-2025;INM002;Personal;Sueldos; 2.669.993 
2014;16-09-2025;INM001;Personal;Sueldos; 918.497 
2015;22-06-2025;MKT005;Administración;Arriendos; 2.985.758 
2016;11-07-2025;INM001;Personal;Bonos; 1.908.944 
2017;22-01-2025;TEC002;Personal;Bonos; 2.655.152 
2018;28-03-2025;TEC002;Activo Fijo;Infraestructura; 836.456 
2019;08-07-2025;MKT003;Activo Fijo;Infraestructura; 3.285.251 
2020;05-07-2025;TEC002;Activo Fijo;Infraestructura; 174.059 
2021;20-10-2025;OPE001;Activo Fijo;Infraestructura; 967.823 
2022;21-11-2025;OPE005;Activo Fijo;Equipos; 4.783.447 
2023;08-10-2025;OPE004;Personal;Bonos; 2.037.190 
2024;18-03-2025;MKT001;Administración;Servicios; 70.712 
2025;17-02-2025;TEC002;Activo Fijo;Equipos; 2.793.743 
2026;12-10-2025;TEC003;Administración;Servicios; 3.110.420 
2027;09-08-2025;TEC004;Activo Fijo;Infraestructura; 3.439.627 
2028;05-06-2025;TEC003;Personal;Sueldos; 2.755.935 
2029;07-09-2025;MKT005;Personal;Bonos; 3.762.350 
2030;15-07-2025;OPE004;Activo Fijo;Infraestructura; 1.653.083 
2031;15-01-2025;TEC005;Activo Fijo;Infraestructura; 3.901.357 
2032;27-11-2025;OPE003;Administración;Servicios; 4.560.764 
2033;16-09-2025;OPE005;Administración;Arriendos; 986.222 
2034;02-01-2025;TEC005;Personal;Bonos; 1.432.163 
2035;05-01-2025;TEC002;Personal;Bonos; 2.610.651 
2036;15-05-2025;OPE002;Activo Fijo;Infraestructura; 3.224.042 
2037;05-08-2025;MKT003;Activo Fijo;Infraestructura; 4.092.787 
2038;12-05-2025;OPE001;Activo Fijo;Infraestructura; 2.219.384 
2039;05-09-2025;TEC004;Personal;Sueldos; 2.778.178 
2040;22-04-2025;MKT001;Personal;Sueldos; 3.626.897 
2041;22-11-2025;OPE001;Activo Fijo;Infraestructura; 3.984.738 
2042;28-05-2025;INM004;Administración;Servicios; 898.102 
2043;26-06-2025;TEC001;Activo Fijo;Equipos; 1.793.495 
2044;25-12-2025;MKT005;Personal;Sueldos; 906.389 
2045;01-10-2025;INM001;Activo Fijo;Equipos; 1.828.105 
2046;15-12-2025;INM005;Activo Fijo;Infraestructura; 118.725 
2047;20-11-2025;MKT005;Activo Fijo;Infraestructura; 4.328.757 
2048;09-12-2025;INM003;Administración;Servicios; 4.591.213 
2049;20-07-2025;TEC001;Administración;Servicios; 560.655 
2050;24-03-2025;MKT005;Personal;Sueldos; 2.599.814 
2051;10-02-2025;MKT003;Activo Fijo;Equipos; 2.562.454 
2052;14-02-2025;INM002;Administración;Arriendos; 3.800.819 
2053;05-11-2025;TEC005;Administración;Servicios; 4.430.943 
2054;18-12-2025;MKT002;Personal;Bonos; 4.885.761 
2055;26-10-2025;OPE001;Administración;Arriendos; 1.371.948 
2056;08-09-2025;INM001;Personal;Bonos; 196.638 
2057;07-10-2025;INM002;Personal;Bonos; 1.795.892 
2058;18-09-2025;MKT005;Personal;Sueldos; 1.938.711 
2059;22-09-2025;TEC001;Activo Fijo;Equipos; 1.556.120 
2060;21-12-2025;MKT005;Personal;Sueldos; 3.866.934 
2061;25-08-2025;TEC001;Administración;Arriendos; 3.814.886 
2062;18-12-2025;OPE003;Administración;Arriendos; 2.954.494 
2063;09-09-2025;OPE004;Administración;Servicios; 3.245.481 
2064;03-02-2025;TEC001;Activo Fijo;Infraestructura; 1.081.731 
2065;20-06-2025;TEC003;Administración;Servicios; 2.343.823 
2066;22-02-2025;OPE001;Activo Fijo;Infraestructura; 3.120.046 
2067;22-08-2025;INM005;Administración;Arriendos; 2.889.086 
2068;08-03-2025;MKT005;Administración;Servicios; 922.543 
2069;22-03-2025;MKT005;Personal;Sueldos; 1.165.587 
2070;25-08-2025;INM004;Administración;Arriendos; 4.312.017 
2071;06-07-2025;TEC005;Activo Fijo;Equipos; 2.756.423 
2072;26-05-2025;INM004;Administración;Arriendos; 576.052 
2073;06-02-2025;TEC004;Administración;Servicios; 4.452.233 
2074;16-10-2025;OPE004;Activo Fijo;Infraestructura; 1.544.300 
2075;28-07-2025;TEC003;Personal;Sueldos; 2.038.907 
2076;13-02-2025;MKT001;Administración;Servicios; 1.388.227 
2077;19-03-2025;INM001;Personal;Sueldos; 578.890 
2078;25-05-2025;INM003;Administración;Servicios; 4.135.462 
2079;04-03-2025;TEC002;Activo Fijo;Infraestructura; 139.428 
2080;03-02-2025;OPE005;Administración;Arriendos; 1.388.779 
2081;16-12-2025;OPE005;Personal;Sueldos; 206.916 
2082;12-10-2025;OPE005;Personal;Bonos; 4.277.012 
2083;04-08-2025;TEC005;Personal;Bonos; 2.931.776 
2084;12-06-2025;TEC003;Administración;Arriendos; 1.034.562 
2085;10-06-2025;TEC005;Personal;Sueldos; 3.618.573 
2086;27-10-2025;INM005;Personal;Sueldos; 1.979.277 
2087;17-07-2025;TEC003;Administración;Servicios; 4.019.506 
2088;12-10-2025;INM002;Administración;Arriendos; 495.154 
2089;18-09-2025;TEC001;Personal;Bonos; 3.768.275 
2090;10-11-2025;INM001;Personal;Bonos; 1.231.518 
2091;26-11-2025;INM003;Activo Fijo;Equipos; 1.606.409 
2092;08-07-2025;OPE002;Personal;Bonos; 319.195 
2093;22-12-2025;INM002;Activo Fijo;Infraestructura; 2.946.666 
